id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2849,15651369.0,Onyekachi,679.0,Germany,Male,35.0,1.0,138053.79,2.0,1.0,0.0,72969.9,0.0
2850,15624695.0,Ts'ai,590.0,France,Female,35.0,5.0,0.0,1.0,1.0,0.0,156048.64,0.0
2851,15699492.0,Ni,526.0,Spain,Male,27.0,5.0,0.0,2.0,1.0,1.0,38761.61,0.0
2852,15631882.0,Lo,643.0,France,Female,35.0,8.0,95984.21,1.0,1.0,1.0,125979.36,0.0
2853,15582914.0,Baresi,596.0,France,Female,43.0,10.0,0.0,1.0,1.0,0.0,4497.55,1.0
2854,15802758.0,Ch'iu,565.0,Spain,Male,37.0,2.0,131341.46,1.0,1.0,1.0,114858.9,0.0
2855,15774164.0,Lai,756.0,France,Female,40.0,5.0,0.0,2.0,1.0,1.0,171045.31,0.0
2856,15608968.0,Chimaoke,664.0,France,Male,36.0,3.0,0.0,2.0,0.0,0.0,187905.12,0.0
2857,15603088.0,Lettiere,707.0,France,Male,37.0,8.0,102050.47,1.0,1.0,0.0,187816.59,0.0
2858,15581700.0,Onwumelu,756.0,Spain,Female,30.0,4.0,0.0,2.0,1.0,1.0,80552.36,0.0
2859,15592991.0,Onyekaozulu,696.0,Germany,Male,39.0,9.0,106901.94,2.0,1.0,1.0,134612.03,0.0
2860,15749167.0,Pisano,652.0,Spain,Female,33.0,2.0,0.0,2.0,1.0,0.0,61977.82,0.0
2861,15585853.0,Ponomarev,751.0,France,Female,47.0,1.0,0.0,1.0,1.0,0.0,170122.44,0.0
2862,15592326.0,Tsao,749.0,Spain,Male,36.0,2.0,0.0,2.0,1.0,1.0,168895.06,0.0
2863,15631310.0,Hsiao,676.0,Germany,Female,45.0,10.0,100488.92,2.0,1.0,0.0,125936.88,0.0
2864,15639278.0,Hsueh,684.0,France,Female,45.0,9.0,101116.06,1.0,1.0,0.0,82709.8,1.0
2865,15694946.0,Zhirov,761.0,Spain,Male,28.0,6.0,0.0,2.0,1.0,1.0,122268.75,0.0
2866,15684951.0,Chimezie,706.0,France,Male,37.0,7.0,132835.56,1.0,1.0,0.0,184954.11,0.0
2867,15692463.0,Tsao,663.0,France,Female,28.0,8.0,0.0,2.0,0.0,1.0,598.8,0.0
2868,15711750.0,Rizzo,634.0,France,Male,38.0,7.0,154221.37,1.0,0.0,1.0,73334.43,0.0
2869,15665579.0,Ku,850.0,Spain,Female,35.0,8.0,0.0,2.0,0.0,0.0,141872.05,1.0
2870,15762793.0,Chiawuotu,724.0,Germany,Male,40.0,7.0,113674.2,1.0,1.0,1.0,175894.24,1.0
2871,15743828.0,Tsao,632.0,Spain,Male,48.0,3.0,0.0,3.0,1.0,0.0,113796.15,1.0
2872,15777784.0,Ch'in,582.0,Germany,Female,43.0,0.0,107720.64,3.0,1.0,0.0,49508.93,1.0
2873,15684358.0,Chukwumaobim,584.0,France,Female,55.0,4.0,0.0,1.0,1.0,0.0,114775.53,1.0
2874,15772216.0,Genovese,619.0,Spain,Male,37.0,3.0,0.0,2.0,0.0,1.0,92748.56,0.0
2875,15620507.0,Hsing,629.0,Spain,Female,46.0,2.0,0.0,2.0,0.0,0.0,135650.24,1.0
2876,15690169.0,Ch'ien,850.0,Spain,Male,41.0,6.0,0.0,2.0,1.0,0.0,63908.86,0.0
2877,15565701.0,Tien,705.0,France,Female,31.0,7.0,0.0,2.0,1.0,1.0,98820.09,0.0
2878,15751392.0,Lu,661.0,France,Female,36.0,5.0,0.0,2.0,0.0,1.0,172576.43,0.0
2879,15756070.0,Udinese,663.0,Germany,Female,61.0,3.0,110717.38,1.0,1.0,0.0,149517.71,1.0
2880,15709232.0,Zuyeva,633.0,Spain,Female,37.0,2.0,97460.1,1.0,1.0,0.0,75969.19,0.0
2881,15647975.0,Hargreaves,709.0,France,Male,38.0,3.0,0.0,2.0,0.0,0.0,72861.94,0.0
2882,15761297.0,Lu,727.0,Spain,Female,28.0,3.0,0.0,2.0,1.0,0.0,126796.69,0.0
2883,15670080.0,Nwabugwu,677.0,France,Male,29.0,2.0,0.0,2.0,1.0,0.0,134600.94,0.0
2884,15793882.0,Chukwubuikem,762.0,Spain,Male,37.0,4.0,0.0,1.0,1.0,1.0,166850.57,0.0
2885,15585327.0,Clements,753.0,France,Female,26.0,8.0,0.0,2.0,1.0,1.0,171657.57,0.0
2886,15605327.0,Sagese,659.0,Germany,Female,33.0,7.0,124626.07,1.0,1.0,0.0,63736.17,0.0
2887,15706799.0,H?,678.0,Germany,Female,50.0,3.0,114430.18,1.0,1.0,1.0,183318.79,1.0
2888,15607312.0,Chukwujamuike,695.0,France,Female,40.0,3.0,126732.85,1.0,1.0,1.0,111698.0,0.0
2889,15659305.0,Shao,689.0,Germany,Male,33.0,10.0,146547.78,1.0,0.0,0.0,159800.16,0.0
2890,15786680.0,Cattaneo,756.0,France,Female,39.0,9.0,0.0,2.0,1.0,1.0,92865.92,0.0
2891,15738605.0,Chien,693.0,France,Male,31.0,8.0,0.0,2.0,1.0,1.0,125710.53,0.0
2892,15783026.0,Chiawuotu,744.0,France,Male,40.0,9.0,0.0,1.0,1.0,1.0,69056.26,1.0
2893,15591036.0,Genovese,659.0,France,Male,40.0,1.0,0.0,1.0,1.0,0.0,86410.28,1.0
2894,15738588.0,Zito,645.0,Germany,Male,43.0,9.0,112610.77,1.0,0.0,1.0,126812.63,0.0
2895,15605531.0,K'ung,752.0,Spain,Female,36.0,8.0,89800.14,1.0,1.0,0.0,169653.32,0.0
2896,15672640.0,Chinomso,593.0,Spain,Female,42.0,10.0,141816.25,2.0,1.0,1.0,184474.72,0.0
2897,15605327.0,Ch'iu,710.0,France,Female,36.0,9.0,0.0,2.0,1.0,0.0,147700.78,0.0
2898,15684769.0,Ch'ien,628.0,France,Female,36.0,9.0,0.0,2.0,1.0,1.0,167066.95,0.0
2899,15592389.0,Buchi,603.0,Spain,Male,34.0,5.0,0.0,2.0,1.0,1.0,92920.03,0.0
2900,15760085.0,K?,682.0,Spain,Female,38.0,7.0,0.0,2.0,1.0,0.0,126469.09,1.0
2901,15690540.0,Uwaezuoke,679.0,France,Male,43.0,9.0,0.0,2.0,0.0,1.0,138700.75,0.0
2902,15694321.0,Calabrese,615.0,Spain,Female,40.0,8.0,0.0,2.0,0.0,0.0,140130.22,0.0
2903,15719309.0,Chin,648.0,Spain,Male,33.0,4.0,0.0,2.0,1.0,0.0,103832.53,0.0
2904,15797760.0,Pirozzi,622.0,Spain,Female,38.0,7.0,0.0,2.0,0.0,0.0,84460.18,0.0
2905,15622985.0,Lucchesi,773.0,France,Male,37.0,5.0,0.0,2.0,1.0,0.0,71071.47,1.0
2906,15589660.0,Onyemauchechukwu,573.0,France,Female,27.0,9.0,0.0,1.0,1.0,1.0,179908.71,0.0
2907,15700601.0,Hsia,591.0,Germany,Female,53.0,6.0,97560.16,3.0,1.0,0.0,163944.18,1.0
2908,15806438.0,Ts'ai,678.0,France,Female,37.0,3.0,0.0,2.0,1.0,1.0,17095.49,0.0
2909,15646082.0,Yobanna,738.0,France,Male,53.0,9.0,157955.83,1.0,1.0,1.0,157097.09,0.0
2910,15775797.0,Chien,619.0,France,Female,33.0,8.0,0.0,1.0,1.0,1.0,97633.93,0.0
2911,15783629.0,Maclean,635.0,France,Male,35.0,1.0,0.0,1.0,0.0,1.0,179655.85,0.0
2912,15667093.0,Yuriev,611.0,France,Female,30.0,5.0,0.0,2.0,1.0,0.0,155879.57,0.0
2913,15789611.0,Chukwudi,684.0,France,Male,41.0,7.0,176914.8,2.0,1.0,0.0,183980.56,1.0
2914,15673591.0,Chukwuemeka,683.0,Spain,Female,38.0,10.0,0.0,1.0,1.0,0.0,161668.15,0.0
2915,15751167.0,Iweobiegbunam,645.0,France,Male,37.0,9.0,0.0,2.0,1.0,0.0,94739.2,0.0
2916,15768072.0,Pinto,678.0,Spain,Male,22.0,6.0,0.0,2.0,1.0,0.0,125961.48,0.0
2917,15798885.0,Hsieh,598.0,France,Female,31.0,5.0,128966.13,1.0,1.0,0.0,96660.76,0.0
2918,15621685.0,Macdonald,745.0,Spain,Male,41.0,9.0,0.0,2.0,0.0,1.0,100408.31,0.0
2919,15627220.0,Chukwudi,637.0,Spain,Male,30.0,2.0,0.0,2.0,1.0,0.0,163746.09,0.0
2920,15806822.0,Ch'iu,637.0,Spain,Female,43.0,9.0,155879.09,1.0,0.0,1.0,58963.59,0.0
2921,15672432.0,Udinesi,589.0,France,Female,39.0,9.0,0.0,2.0,1.0,1.0,187900.12,0.0
2922,15665760.0,P'eng,637.0,France,Male,36.0,6.0,0.0,1.0,0.0,0.0,25450.53,0.0
2923,15759537.0,Yermakova,735.0,France,Male,35.0,5.0,0.0,2.0,1.0,0.0,178074.01,0.0
2924,15762834.0,Nkemakonam,628.0,France,Female,34.0,8.0,0.0,1.0,0.0,1.0,79342.31,1.0
2925,15679693.0,Okwuoma,676.0,France,Female,35.0,4.0,0.0,1.0,0.0,1.0,59816.41,0.0
2926,15644878.0,Ch'eng,616.0,Spain,Female,52.0,1.0,0.0,2.0,1.0,0.0,144880.81,1.0
2927,15783029.0,Chiang,677.0,Germany,Female,39.0,0.0,123674.26,1.0,1.0,0.0,124592.84,1.0
2928,15604544.0,Ku,774.0,Spain,Female,40.0,2.0,0.0,2.0,0.0,0.0,168034.83,0.0
2929,15769980.0,O'Loghlin,779.0,France,Male,56.0,4.0,137964.51,1.0,1.0,1.0,83679.46,1.0
2930,15626806.0,Lu,730.0,France,Female,37.0,2.0,0.0,2.0,1.0,0.0,109291.39,0.0
2931,15632882.0,Chiu,581.0,France,Male,39.0,1.0,0.0,2.0,0.0,0.0,47848.51,0.0
2932,15651336.0,Frolova,643.0,Spain,Male,35.0,9.0,98926.4,1.0,0.0,1.0,163584.85,0.0
2933,15630402.0,Ch'eng,575.0,France,Female,42.0,4.0,0.0,2.0,1.0,0.0,121537.91,0.0
2934,15631709.0,Chiazagomekpere,727.0,Spain,Female,38.0,8.0,82696.09,2.0,0.0,1.0,171430.16,0.0
2935,15665963.0,Hs?,669.0,Germany,Female,31.0,9.0,104339.11,1.0,1.0,1.0,59645.25,0.0
2936,15570060.0,Chigozie,632.0,Germany,Female,35.0,3.0,116800.25,1.0,0.0,0.0,122487.73,1.0
2937,15672945.0,Onwumelu,697.0,Spain,Female,33.0,9.0,0.0,1.0,1.0,0.0,149536.15,1.0
2938,15664543.0,Rene,516.0,France,Female,28.0,9.0,0.0,2.0,1.0,0.0,65864.4,0.0
2939,15624595.0,T'ien,676.0,Germany,Female,39.0,3.0,122034.4,1.0,1.0,0.0,141501.45,0.0
2940,15707962.0,Maclean,637.0,France,Female,32.0,7.0,0.0,2.0,0.0,1.0,132673.22,0.0
2941,15749557.0,Milanesi,661.0,Spain,Male,29.0,2.0,0.0,2.0,1.0,1.0,187816.59,0.0
2942,15804787.0,Ch'en,699.0,Spain,Male,33.0,7.0,0.0,2.0,0.0,0.0,179908.71,0.0
2943,15588560.0,K?,521.0,Spain,Female,28.0,5.0,0.0,2.0,1.0,0.0,121232.51,0.0
2944,15744279.0,Chia,635.0,Spain,Male,38.0,7.0,0.0,2.0,0.0,0.0,65618.01,0.0
2945,15688078.0,Hsueh,685.0,Spain,Male,38.0,2.0,101993.12,1.0,1.0,0.0,171020.01,1.0
2946,15720671.0,Nnonso,644.0,Germany,Male,46.0,0.0,108010.78,1.0,1.0,0.0,161064.29,1.0
2947,15662532.0,Mancini,706.0,France,Male,35.0,8.0,131778.66,1.0,0.0,1.0,84760.32,0.0
2948,15690526.0,Trevisani,516.0,France,Male,37.0,1.0,123845.88,1.0,1.0,0.0,92748.56,0.0
2949,15654733.0,Chukwuma,597.0,Spain,Female,39.0,2.0,0.0,1.0,1.0,0.0,86733.61,1.0
2950,15604044.0,Lo Duca,741.0,Germany,Male,67.0,10.0,118520.58,1.0,1.0,1.0,121485.1,1.0
2951,15605918.0,Clements,544.0,Spain,Male,37.0,3.0,0.0,2.0,1.0,1.0,138889.15,0.0
2952,15792222.0,Ch'ang,710.0,Germany,Male,66.0,4.0,122453.97,2.0,1.0,1.0,102628.98,0.0
2953,15771211.0,Zito,613.0,Germany,Female,50.0,4.0,117325.23,1.0,1.0,1.0,168816.21,1.0
2954,15699325.0,Mancini,714.0,Germany,Female,47.0,4.0,106771.68,2.0,0.0,1.0,133086.45,0.0
2955,15620443.0,Pisano,582.0,France,Male,41.0,8.0,0.0,2.0,1.0,1.0,169183.66,0.0
2956,15591711.0,Hsueh,586.0,Spain,Male,36.0,3.0,0.0,2.0,1.0,0.0,131768.58,0.0
2957,15664759.0,T'ao,679.0,France,Female,35.0,0.0,123694.22,1.0,1.0,1.0,89972.25,0.0
2958,15641662.0,Obinna,614.0,France,Female,36.0,3.0,0.0,2.0,1.0,1.0,111342.66,0.0
2959,15777060.0,Nnonso,663.0,France,Female,40.0,8.0,141573.55,1.0,1.0,1.0,62703.38,0.0
2960,15586029.0,Milani,712.0,France,Male,34.0,3.0,127864.4,1.0,1.0,0.0,125962.02,0.0
2961,15673907.0,Tien,812.0,Spain,Female,39.0,1.0,0.0,1.0,0.0,0.0,57962.41,0.0
2962,15746183.0,Liao,495.0,France,Male,31.0,1.0,0.0,2.0,1.0,0.0,180932.46,0.0
2963,15774738.0,Hs?,634.0,Germany,Female,47.0,10.0,133656.93,1.0,1.0,0.0,142797.5,1.0
2964,15687558.0,Tuan,682.0,Spain,Female,42.0,4.0,0.0,2.0,1.0,0.0,143598.7,0.0
2965,15694879.0,Cattaneo,636.0,Germany,Female,48.0,3.0,118547.72,1.0,1.0,0.0,119882.7,1.0
2966,15774743.0,Whitehead,741.0,France,Male,45.0,6.0,0.0,2.0,1.0,1.0,176943.59,0.0
2967,15749401.0,Chukwufumnanya,559.0,Germany,Female,36.0,1.0,92887.13,2.0,1.0,0.0,151623.91,0.0
2968,15598536.0,Nwokezuike,755.0,Germany,Female,40.0,3.0,141334.51,1.0,1.0,1.0,183598.77,0.0
2969,15779522.0,Zikoranachidimma,506.0,France,Male,38.0,1.0,0.0,2.0,1.0,1.0,60920.03,0.0
2970,15621267.0,Walker,646.0,Spain,Male,37.0,0.0,0.0,1.0,0.0,0.0,92568.07,0.0
2971,15597983.0,O'Toole,598.0,Germany,Male,38.0,5.0,91938.31,2.0,0.0,0.0,109496.69,0.0
2972,15709920.0,Nkemakonam,708.0,France,Male,29.0,8.0,0.0,2.0,1.0,1.0,118570.53,0.0
2973,15684440.0,Ch'iu,637.0,Germany,Male,33.0,3.0,155870.79,1.0,1.0,0.0,138526.96,0.0
2974,15795540.0,Hao,675.0,Germany,Female,35.0,7.0,138053.79,1.0,1.0,1.0,64511.44,0.0
2975,15694125.0,Chidumaga,572.0,France,Male,38.0,4.0,154575.76,2.0,1.0,1.0,180862.26,0.0
2976,15696900.0,Chin,709.0,France,Male,37.0,6.0,0.0,2.0,0.0,0.0,145558.42,0.0
2977,15659736.0,Ch'eng,695.0,France,Male,37.0,2.0,0.0,2.0,0.0,0.0,88890.05,0.0
2978,15787161.0,Ritchie,835.0,Spain,Female,29.0,8.0,0.0,2.0,1.0,1.0,100843.82,0.0
2979,15607986.0,Nnamutaezinwa,581.0,Germany,Male,43.0,9.0,113829.45,1.0,1.0,0.0,92888.52,1.0
2980,15713374.0,Yirawala,611.0,France,Male,29.0,7.0,0.0,2.0,1.0,1.0,112202.64,0.0
2981,15696054.0,Okonkwo,675.0,Spain,Female,32.0,5.0,0.0,2.0,1.0,0.0,53667.08,0.0
2982,15585595.0,Brown,602.0,Germany,Male,36.0,1.0,168883.08,2.0,1.0,0.0,96881.32,0.0
2983,15578742.0,Mazzanti,763.0,Spain,Male,34.0,4.0,0.0,2.0,1.0,0.0,131259.6,0.0
2984,15723671.0,Chidiebere,521.0,France,Male,38.0,9.0,0.0,2.0,1.0,1.0,149535.97,0.0
2985,15674880.0,Chinomso,681.0,France,Male,34.0,3.0,0.0,2.0,1.0,1.0,90552.44,0.0
2986,15738219.0,Chukwudi,634.0,France,Male,40.0,9.0,0.0,2.0,1.0,1.0,46772.36,0.0
2987,15718789.0,Gadsden,731.0,Germany,Male,41.0,5.0,103214.71,2.0,0.0,0.0,54865.51,0.0
2988,15636024.0,Skelton,550.0,Germany,Female,52.0,9.0,131354.25,1.0,1.0,1.0,174032.0,1.0
2989,15648858.0,Ch'iu,613.0,France,Male,46.0,3.0,111769.39,1.0,0.0,1.0,54865.51,0.0
2990,15602851.0,L?,659.0,Germany,Female,49.0,1.0,141749.74,1.0,1.0,0.0,198402.37,1.0
2991,15617134.0,Manners,647.0,Spain,Female,32.0,5.0,144953.31,1.0,1.0,1.0,166038.27,0.0
2992,15648881.0,Yobachukwu,661.0,Spain,Male,23.0,7.0,0.0,2.0,0.0,0.0,135925.72,0.0
2993,15807889.0,Sal,686.0,France,Male,55.0,3.0,0.0,1.0,1.0,0.0,10672.54,1.0
2994,15749679.0,Kao,678.0,France,Female,34.0,2.0,0.0,2.0,1.0,1.0,19116.97,0.0
2995,15771299.0,Ejimofor,752.0,France,Female,66.0,0.0,0.0,2.0,1.0,1.0,159737.56,0.0
2996,15774847.0,Smith,663.0,Germany,Male,44.0,2.0,107720.64,1.0,1.0,1.0,123775.15,1.0
2997,15604044.0,Milano,598.0,France,Male,67.0,3.0,0.0,2.0,1.0,1.0,117431.1,0.0
2998,15642098.0,Onyemachukwu,588.0,Germany,Male,38.0,10.0,103391.38,1.0,1.0,0.0,79366.98,0.0
2999,15699550.0,Brown,550.0,Spain,Female,33.0,2.0,120777.88,1.0,1.0,0.0,172490.78,0.0
3000,15806918.0,Chukwuemeka,669.0,France,Male,39.0,2.0,0.0,1.0,1.0,0.0,177068.24,0.0
3001,15783859.0,Nwachinemelu,735.0,France,Female,43.0,8.0,151218.98,1.0,1.0,1.0,62700.08,0.0
3002,15690796.0,Tung,679.0,France,Female,38.0,8.0,0.0,2.0,0.0,0.0,199644.2,0.0
3003,15671334.0,Onyemauchechukwu,730.0,Spain,Female,60.0,1.0,0.0,1.0,0.0,1.0,64448.36,0.0
3004,15611029.0,Ugochukwutubelum,671.0,Germany,Female,52.0,9.0,138023.12,1.0,0.0,1.0,171718.37,1.0
3005,15686539.0,Nwachukwu,745.0,Spain,Male,34.0,4.0,0.0,1.0,1.0,1.0,143882.25,0.0
3006,15760851.0,Nucci,644.0,Spain,Male,37.0,3.0,0.0,2.0,1.0,1.0,92320.37,0.0
3007,15617078.0,Iadanza,671.0,France,Female,32.0,7.0,117561.49,1.0,1.0,1.0,4395.45,0.0
3008,15583576.0,Dickson,703.0,Germany,Male,36.0,7.0,116193.24,2.0,1.0,1.0,123953.83,0.0
3009,15668893.0,Milano,646.0,France,Male,28.0,2.0,0.0,2.0,0.0,0.0,90908.95,0.0
3010,15780128.0,Blackall,624.0,Spain,Male,30.0,2.0,0.0,1.0,1.0,1.0,158032.5,0.0
3011,15574539.0,Ozoemena,687.0,Germany,Female,41.0,6.0,125979.19,1.0,1.0,0.0,153954.99,0.0
3012,15782641.0,Fan,712.0,Spain,Female,23.0,7.0,131406.56,1.0,1.0,0.0,56794.73,0.0
3013,15577913.0,Ritchie,563.0,Germany,Male,28.0,4.0,98862.54,1.0,1.0,1.0,113050.92,0.0
3014,15643826.0,Chiemenam,535.0,France,Female,37.0,2.0,0.0,2.0,1.0,1.0,164886.64,0.0
3015,15789201.0,Chukwudi,815.0,France,Male,44.0,1.0,0.0,1.0,1.0,0.0,107712.42,1.0
3016,15592230.0,Yobachi,707.0,France,Female,33.0,2.0,0.0,1.0,1.0,1.0,95611.47,1.0
3017,15596074.0,Hao,507.0,Germany,Female,51.0,9.0,153040.03,1.0,1.0,1.0,68860.3,1.0
3018,15776733.0,Burt,594.0,France,Female,30.0,5.0,0.0,2.0,1.0,1.0,171045.31,0.0
3019,15699340.0,Teng,739.0,Germany,Male,44.0,7.0,131433.33,2.0,1.0,0.0,131283.9,0.0
3020,15662091.0,Chiazagomekpere,672.0,France,Female,29.0,1.0,140694.78,1.0,1.0,1.0,83912.24,0.0
3021,15656627.0,Ejimofor,596.0,France,Female,53.0,8.0,0.0,2.0,1.0,1.0,60516.16,0.0
3022,15695096.0,Palermo,653.0,Spain,Male,39.0,2.0,0.0,2.0,1.0,0.0,152843.53,0.0
3023,15602497.0,Manna,628.0,France,Female,48.0,1.0,113772.63,1.0,1.0,0.0,73564.44,1.0
3024,15574886.0,Ch'ien,718.0,France,Female,41.0,9.0,65848.36,1.0,1.0,1.0,158974.79,0.0
3025,15626114.0,Hargreaves,632.0,France,Female,38.0,5.0,125512.98,1.0,1.0,1.0,126797.41,0.0
3026,15733361.0,Maclean,682.0,Spain,Male,41.0,1.0,0.0,2.0,0.0,1.0,144875.18,0.0
3027,15690546.0,Zikoranachidimma,581.0,France,Female,29.0,4.0,0.0,2.0,1.0,0.0,93524.22,0.0
3028,15587562.0,L?,627.0,France,Male,27.0,1.0,0.0,1.0,1.0,0.0,136050.44,0.0
3029,15658935.0,Hsueh,729.0,Spain,Male,32.0,9.0,0.0,2.0,0.0,0.0,27145.73,0.0
3030,15671630.0,Ch'in,648.0,Spain,Female,34.0,5.0,0.0,2.0,1.0,1.0,79342.31,0.0
3031,15686913.0,Sagese,639.0,France,Female,34.0,9.0,0.0,1.0,0.0,0.0,78700.03,1.0
3032,15814832.0,Hsiung,685.0,Spain,Female,40.0,3.0,0.0,2.0,1.0,1.0,44965.54,0.0
3033,15791342.0,Tien,721.0,France,Female,33.0,4.0,0.0,2.0,1.0,1.0,65765.22,0.0
3034,15589200.0,Cremonesi,677.0,France,Male,37.0,4.0,0.0,2.0,0.0,0.0,56984.58,0.0
3035,15616454.0,Nnachetam,602.0,France,Male,38.0,1.0,0.0,2.0,0.0,0.0,71159.83,0.0
3036,15632264.0,Cattaneo,559.0,France,Male,35.0,5.0,0.0,2.0,1.0,0.0,106761.47,0.0
3037,15671256.0,Chiazagomekpere,554.0,France,Male,34.0,2.0,0.0,2.0,1.0,0.0,172096.08,0.0
3038,15677955.0,Chibueze,642.0,Spain,Male,34.0,7.0,0.0,2.0,1.0,1.0,44506.09,0.0
3039,15586914.0,Smith,624.0,France,Male,33.0,5.0,0.0,2.0,0.0,0.0,169203.51,0.0
3040,15613471.0,Ch'in,615.0,Spain,Female,48.0,2.0,0.0,2.0,1.0,1.0,137763.86,0.0
3041,15682467.0,Chia,721.0,Germany,Male,43.0,2.0,95984.69,1.0,1.0,0.0,182547.04,0.0
3042,15606861.0,Tung,586.0,France,Male,27.0,4.0,0.0,2.0,1.0,0.0,131312.56,0.0
3043,15681671.0,Shipton,610.0,France,Male,39.0,9.0,0.0,2.0,1.0,0.0,121568.37,0.0
3044,15756610.0,Trevisano,587.0,France,Male,41.0,8.0,138166.3,1.0,1.0,0.0,105525.16,0.0
3045,15680201.0,Y?an,605.0,France,Male,36.0,4.0,0.0,1.0,1.0,0.0,170195.4,0.0
3046,15647570.0,Pagnotto,794.0,France,Female,35.0,2.0,0.0,1.0,0.0,0.0,5962.3,1.0
3047,15739972.0,Ebelegbulam,711.0,Spain,Female,34.0,0.0,123935.35,1.0,1.0,1.0,185543.35,0.0
3048,15633234.0,Tuan,656.0,Germany,Female,54.0,6.0,116324.65,1.0,1.0,1.0,172450.04,1.0
3049,15732784.0,Chizuoke,558.0,France,Female,35.0,5.0,0.0,2.0,1.0,0.0,177528.92,0.0
3050,15777062.0,T'ao,639.0,France,Male,36.0,4.0,0.0,1.0,1.0,1.0,167030.51,0.0
3051,15590146.0,Mazzi,683.0,France,Female,33.0,9.0,168920.75,1.0,1.0,0.0,2427.21,0.0
3052,15794864.0,Ch'en,535.0,France,Female,51.0,7.0,0.0,1.0,0.0,0.0,152298.28,1.0
3053,15696047.0,Grieve,671.0,France,Male,26.0,9.0,127415.85,1.0,1.0,1.0,105720.09,0.0
3054,15718291.0,Chien,733.0,France,Female,35.0,4.0,0.0,2.0,1.0,1.0,55313.51,0.0
3055,15786617.0,Lai,562.0,Germany,Male,35.0,8.0,98765.84,2.0,1.0,1.0,103737.82,0.0
3056,15600879.0,Yobachukwu,551.0,France,Female,37.0,1.0,0.0,2.0,0.0,1.0,16281.94,0.0
3057,15806771.0,Zuyev,731.0,Spain,Male,40.0,1.0,106301.68,1.0,0.0,1.0,174822.74,0.0
3058,15742229.0,Manna,668.0,Germany,Female,37.0,5.0,147510.34,2.0,1.0,1.0,136983.77,0.0
3059,15617507.0,Chukwuebuka,598.0,Spain,Female,31.0,7.0,0.0,2.0,0.0,0.0,162699.7,0.0
3060,15641582.0,Lettiere,591.0,Spain,Female,45.0,3.0,0.0,2.0,0.0,1.0,123880.19,0.0
3061,15747345.0,Ch'in,588.0,France,Female,51.0,0.0,0.0,2.0,1.0,0.0,74846.67,1.0
3062,15585367.0,Trevisani,699.0,France,Male,31.0,1.0,0.0,1.0,1.0,0.0,132468.76,0.0
3063,15607988.0,Nucci,763.0,France,Female,35.0,5.0,141827.33,2.0,1.0,1.0,96498.14,0.0
3064,15753856.0,White,775.0,Germany,Female,41.0,4.0,108396.67,1.0,1.0,1.0,56787.8,1.0
3065,15606098.0,Chimezie,746.0,Spain,Female,26.0,5.0,125927.51,1.0,1.0,0.0,159830.58,0.0
3066,15605327.0,Onwumelu,646.0,France,Male,28.0,8.0,0.0,2.0,1.0,1.0,178028.96,0.0
3067,15705458.0,Zaitsev,695.0,France,Female,37.0,5.0,0.0,2.0,1.0,0.0,179833.45,0.0
3068,15664506.0,Bellucci,516.0,Spain,Male,30.0,1.0,0.0,1.0,1.0,0.0,162858.29,0.0
3069,15654870.0,Maclean,733.0,France,Male,29.0,8.0,0.0,2.0,1.0,0.0,130132.54,0.0
3070,15729238.0,Chinweike,572.0,France,Male,43.0,6.0,0.0,2.0,1.0,1.0,141706.43,0.0
3071,15663888.0,Pagnotto,731.0,Spain,Female,35.0,2.0,0.0,2.0,0.0,1.0,118029.09,0.0
3072,15764246.0,Lo,678.0,Germany,Female,43.0,6.0,113858.55,1.0,1.0,0.0,135815.38,0.0
3073,15671387.0,Hs?,581.0,France,Male,36.0,4.0,80764.03,1.0,1.0,0.0,66825.33,0.0
3074,15692750.0,McEncroe,661.0,France,Male,33.0,7.0,0.0,2.0,1.0,0.0,52309.55,0.0
3075,15570134.0,Calabrese,556.0,Germany,Male,41.0,5.0,136624.6,1.0,1.0,0.0,159773.14,0.0
3076,15768471.0,Martin,578.0,France,Female,54.0,4.0,0.0,1.0,1.0,1.0,155743.94,1.0
3077,15781598.0,Ch'ang,592.0,France,Female,38.0,6.0,0.0,2.0,1.0,0.0,80190.36,0.0
3078,15680141.0,Hsueh,535.0,Spain,Female,37.0,3.0,0.0,2.0,1.0,1.0,164741.5,0.0
3079,15784890.0,Chinonyelum,745.0,France,Male,32.0,5.0,0.0,2.0,1.0,0.0,155879.57,0.0
3080,15772781.0,Toscani,682.0,Germany,Male,32.0,4.0,108465.65,2.0,1.0,1.0,62449.07,0.0
3081,15689671.0,Nwokike,709.0,Spain,Male,36.0,2.0,0.0,2.0,1.0,1.0,101905.34,0.0
3082,15614215.0,Hs?,579.0,France,Female,39.0,7.0,0.0,2.0,0.0,1.0,100101.06,0.0
3083,15767129.0,T'ang,479.0,France,Male,47.0,9.0,0.0,1.0,1.0,0.0,118959.64,1.0
3084,15777616.0,T'ien,679.0,France,Female,35.0,6.0,0.0,2.0,0.0,1.0,140745.91,0.0
3085,15666856.0,Onyemachukwu,762.0,France,Female,38.0,6.0,0.0,2.0,1.0,0.0,18094.96,0.0
3086,15632439.0,Ndubuagha,576.0,France,Male,38.0,7.0,0.0,2.0,1.0,0.0,90839.61,0.0
